CODCATEGORIAECONOMICA;CODELEMENTODESPESA;CODGRUPONATUREZADESPESA;CODMODALIDADEAPLICACAO;CODORGAO;CODSUBELEMENTODESPESA;CATEGORIAECONOMICA;GRUPONATUREZADESPESA;MODALIDADEAPLICACAO;ELEMENTODESPESA;SUBELEMENTODESPESA;EXERCICIO;ANOMESEMISSAO;ANOEMISSAO;MESEMISSAO;NOMEORGAO;VALORLIQUIDADO;CODACAO;ACAO;CODPROGRAMA;PROGRAMA;VALORPAGO;VALOREMPENHADO
3;30;8;90;1701;4;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Álcool";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";67342,66;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";81811,81;
3;30;8;90;1701;5;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Diesel";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";31019,1;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";29179,65;
3;30;8;90;1701;6;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Gasolina";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";14784,42;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";15143,93;
3;30;8;90;1701;10;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Lubrificantes Automotivos";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";642,2;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";2033,85;
3;30;10;90;1701;15;"Despesas Correntes";"Material de Expediente";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material de Expediente";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";568;
3;36;2;90;1701;41;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA";"Conservação, Reparos e Manutenção de Imóveis";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";2784;1700
3;36;9;90;1701;5;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA";"Locação de Imóveis";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";122611,47;
3;37;2;90;1701;2;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"LOCAÇÃO DE MÃO-DE-OBRA";"Segurança, Guarda e Vigilância";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";142229,6;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";469147,53;
3;39;1;90;1701;36;"Despesas Correntes";"Serviço de Apoio Administrativo, Técnico e Operacional";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Outros Serviços Técnicos Profissionais";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";12129,6;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";;
3;39;2;90;1701;8;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Segurança, Guarda e Vigilância";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";144353,52;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";303668,41;96235,68
3;39;2;90;1701;15;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Conservação e Instalação de Outros Tipos de Máquinas, Equipamentos e demais Bens Móveis";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";;382
3;39;2;90;1701;18;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparos e Conservação de Bens Imóveis";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";1400;
3;39;2;90;1701;20;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Conservação e Inst. de Máquinas, Equip. e/ou Utensílios de Escritórios e Unidades Administrativas";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";1455;
3;39;2;90;1701;57;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Limpeza, Higienização, Lavanderia, Esterilização e/ou Desinsetização";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";1045;4000
3;39;4;90;1701;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";211,32;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";65474,59;
3;39;4;90;1701;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";41589,19;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";41783,97;75274,74
3;39;5;90;1701;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";2211,57;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";7649,69;
3;39;9;90;1701;12;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Imóveis";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";306252,45;
3;39;14;90;1701;62;"Despesas Correntes";"Correios, Remessas e Encomendas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços de Postagem de Correspondência em Geral / Entrega de Encomenda e Outras Assemelhadas";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";108567,3;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";108567,3;
3;40;0;90;1701;28;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Outros Serviços Técnicos Especializados de Tecnologia da Informação";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";325247;
3;47;70;90;1701;6;"Despesas Correntes";"Obrigações Tributárias e Encargos Adicionais";"APLICACOES DIRETAS";"OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS";"Taxas e Licenças (Administrativas/Judiciais/CREA/Prefeitura)";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";58,1;
3;92;90;90;1701;25;"Despesas Correntes";"Despesas de Exercícios Anteriores";"APLICACOES DIRETAS";"DESPESAS DE EXERCÍCIOS ANTERIORES";"Demais Despesas de Exercícios Anteriores - Outras Despesas Correntes";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";41834,28;
4;52;61;90;1701;18;"Despesas de Capital";"Demais Aquisições de Aparelhos e Equipamentos Diversos";"APLICACOES DIRETAS";"EQUIPAMENTOS E MATERIAL PERMANENTE";"Máquinas e Equipamentos Gráficos";2019;201907;2019;7;"GAB. SECRETÁRIO DE ESTADO DA ECONOMIA";;2100;"OPERACIONALIZAÇÃO DAS AÇÕES DE INCREMENTO DA RECEITA TRIBUTÁRIA";1022;"PROGRAMA INCREMENTO DA RECEITA TRIBUTÁRIA";;495
3;14;12;90;1803;1;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - CIVIL";"Diárias no Estado";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";45982,25;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";45982,25;45982,25
3;36;9;90;1803;5;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA";"Locação de Imóveis";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";152762,88;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";311946,67;
3;37;2;90;1803;1;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"LOCAÇÃO DE MÃO-DE-OBRA";"Limpeza, Higienização, Lavanderia, Esterilização e/ou Desinsetização";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";259319,45;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";257197,6;
3;39;2;90;1803;8;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Segurança, Guarda e Vigilância";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";888400,16;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";1776800,32;
3;39;2;90;1803;18;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparos e Conservação de Bens Imóveis";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";1309,34;
3;39;4;90;1803;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";27175,63;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";55199,42;
3;39;4;90;1803;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";101496,33;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";101496,33;
3;39;9;90;1803;12;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Imóveis";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";154211,64;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";265227,45;30000
3;39;14;90;2704;62;"Despesas Correntes";"Correios, Remessas e Encomendas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços de Postagem de Correspondência em Geral / Entrega de Encomenda e Outras Assemelhadas";2018;201907;2019;7;"SUPERINTENDÊNCIA EXECUTIVA DE GESTÃO";124,91;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";124,91;
3;40;0;90;1803;30;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Serviço de Telecomunicação e Transmissão de Dados (Alterado pela Portaria nº 002/11)";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";30404,85;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";60809,7;
3;92;90;90;1803;50;"Despesas Correntes";"Despesas de Exercícios Anteriores";"APLICACOES DIRETAS";"DESPESAS DE EXERCÍCIOS ANTERIORES";"Locação de Imóveis";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";63700;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";;70700
4;52;18;90;1803;3;"Despesas de Capital";"Materiais, Serviços e Equipamentos Essencialmente Finalísticos";"APLICACOES DIRETAS";"EQUIPAMENTOS E MATERIAL PERMANENTE";"Aparelhos e Equipamentos de Comunicação";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";;4229,4
4;52;61;90;1803;22;"Despesas de Capital";"Demais Aquisições de Aparelhos e Equipamentos Diversos";"APLICACOES DIRETAS";"EQUIPAMENTOS E MATERIAL PERMANENTE";"Máquinas, Utensílios e Equipamentos Diversos";2019;201907;2019;7;"SUBSEC. ADM. E DESBUROCR. DA GESTÃO PÚB";;2102;"ATENDIMENTO AO CIDADÃO - VAPT VUPT";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";;32439,8
3;33;5;90;1761;4;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"PASSAGENS E DESPESAS COM LOCOMOÇÃO";"Locação de Meios de Transporte para Deslocamento de Pessoal em Serviço Técnico-Administrativo";2019;201907;2019;7;"AG. GOIANA DE REG. CONT. E FISC. S.PUBL";3087,86;2104;"PESQUISA DE SATISFAÇÃO DOS SERVIÇOS PÚBLICOS";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";;
3;30;8;90;1761;6;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Gasolina";2019;201907;2019;7;"AG. GOIANA DE REG. CONT. E FISC. S.PUBL";1099,55;2105;"REGULAÇÃO, CONTROLE E FISCALIZAÇÃO DOS BENS DESESTATIZADOS, PARCERIAS E INVESTIMENTOS (OS, OSCIP E PPP)";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";1099,55;
3;33;5;90;1761;4;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"PASSAGENS E DESPESAS COM LOCOMOÇÃO";"Locação de Meios de Transporte para Deslocamento de Pessoal em Serviço Técnico-Administrativo";2019;201907;2019;7;"AG. GOIANA DE REG. CONT. E FISC. S.PUBL";5672,48;2105;"REGULAÇÃO, CONTROLE E FISCALIZAÇÃO DOS BENS DESESTATIZADOS, PARCERIAS E INVESTIMENTOS (OS, OSCIP E PPP)";1023;"PROGRAMA EXCELÊNCIA DOS SERVIÇOS PÚBLICOS";;
3;30;2;90;1451;16;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material de Limpeza e Produtos de Higienização";2019;201907;2019;7;FUNPROGE;;2112;"DEFESA DOS INTERESSES LEGAIS DA ADMINISTRAÇÃO PÚBLICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";;44609,73
3;30;2;90;1451;33;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Manutenção, Reparos e Conservação de Bens Imóveis";2019;201907;2019;7;FUNPROGE;;2112;"DEFESA DOS INTERESSES LEGAIS DA ADMINISTRAÇÃO PÚBLICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";;96492,77
3;30;18;90;1451;42;"Despesas Correntes";"Materiais, Serviços e Equipamentos Essencialmente Finalísticos";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Uniformes e Vestuário em Geral";2019;201907;2019;7;FUNPROGE;6086,97;2112;"DEFESA DOS INTERESSES LEGAIS DA ADMINISTRAÇÃO PÚBLICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";;
3;39;9;90;1451;12;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Imóveis";2019;201907;2019;7;FUNPROGE;;2112;"DEFESA DOS INTERESSES LEGAIS DA ADMINISTRAÇÃO PÚBLICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";;1748795,17
3;39;14;90;1451;48;"Despesas Correntes";"Correios, Remessas e Encomendas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços de Fretes e Transporte de Encomendas";2019;201907;2019;7;FUNPROGE;;2112;"DEFESA DOS INTERESSES LEGAIS DA ADMINISTRAÇÃO PÚBLICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";;28778
3;39;24;90;1451;86;"Despesas Correntes";"Seleção e Treinamento";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Treinamento";2019;201907;2019;7;FUNPROGE;28100;2112;"DEFESA DOS INTERESSES LEGAIS DA ADMINISTRAÇÃO PÚBLICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";28100;28380
3;40;0;90;1451;28;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Outros Serviços Técnicos Especializados de Tecnologia da Informação";2019;201907;2019;7;FUNPROGE;224956,76;2112;"DEFESA DOS INTERESSES LEGAIS DA ADMINISTRAÇÃO PÚBLICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";224956,76;
3;47;70;90;1451;2;"Despesas Correntes";"Obrigações Tributárias e Encargos Adicionais";"APLICACOES DIRETAS";"OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS";"Contribuições para o PIS-PASEP";2019;201907;2019;7;FUNPROGE;10961,32;2112;"DEFESA DOS INTERESSES LEGAIS DA ADMINISTRAÇÃO PÚBLICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";10961,32;
4;52;0;90;1451;41;"Despesas de Capital";"Não Agrupado";"APLICACOES DIRETAS";"EQUIPAMENTOS E MATERIAL PERMANENTE";"Aparelhos e utensílios domésticos";2019;201907;2019;7;FUNPROGE;;2112;"DEFESA DOS INTERESSES LEGAIS DA ADMINISTRAÇÃO PÚBLICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";;12347,2
4;52;18;90;1451;3;"Despesas de Capital";"Materiais, Serviços e Equipamentos Essencialmente Finalísticos";"APLICACOES DIRETAS";"EQUIPAMENTOS E MATERIAL PERMANENTE";"Aparelhos e Equipamentos de Comunicação";2019;201907;2019;7;FUNPROGE;;2112;"DEFESA DOS INTERESSES LEGAIS DA ADMINISTRAÇÃO PÚBLICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";;52200
3;39;24;90;1850;86;"Despesas Correntes";"Seleção e Treinamento";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Treinamento";2019;201907;2019;7;"FUNDO CAP. SERV. E MOD. - FUNCAM";;2114;"CAPACITAÇÃO PARA A MELHORIA DO PLANEJAMENTO E DA GESTÃO PÚBLICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";;4050
3;40;0;90;3102;16;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Manutenção, Conservação e Instalação de Equipamentos de Tecnologia da Informação";2019;201907;2019;7;"SUBSEC. DE CIÊNCIA, TECNOL. E INOVAÇÃO";117612,02;2118;"MODERNIZAÇÃO DA INFRAESTRUTURA  TECNOLÓGICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";111731,42;117612,02
3;40;0;90;3102;30;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Serviço de Telecomunicação e Transmissão de Dados (Alterado pela Portaria nº 002/11)";2019;201907;2019;7;"SUBSEC. DE CIÊNCIA, TECNOL. E INOVAÇÃO";;2118;"MODERNIZAÇÃO DA INFRAESTRUTURA  TECNOLÓGICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";34757,51;
3;40;0;90;3102;84;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Manutenção, Suporte e Instalação de Softwares";2019;201907;2019;7;"SUBSEC. DE CIÊNCIA, TECNOL. E INOVAÇÃO";;2118;"MODERNIZAÇÃO DA INFRAESTRUTURA  TECNOLÓGICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";;499000
3;39;2;90;1761;18;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparos e Conservação de Bens Imóveis";2019;201907;2019;7;"AG. GOIANA DE REG. CONT. E FISC. S.PUBL";195477,52;2120;"MODERNIZAÇÃO DA INFRAESTRUTURA FÍSICA E TECNOLÓGICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";;
3;39;2;90;1761;20;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Conservação e Inst. de Máquinas, Equip. e/ou Utensílios de Escritórios e Unidades Administrativas";2019;201907;2019;7;"AG. GOIANA DE REG. CONT. E FISC. S.PUBL";8870;2120;"MODERNIZAÇÃO DA INFRAESTRUTURA FÍSICA E TECNOLÓGICA";1025;"PROGRAMA MODERNIZAÇÃO DA GESTÃO PÚBLICA";4435;
